"channel","ddd","amount"
CLARO_USSD_1052,"43",3500
CLARO_USSD_1052,"43",4000
CLARO_USSD_1052,"43",5000
CLARO_USSD_1052,"43",10000
CLARO_USSD_1052,"44",1300
CLARO_USSD_1052,"44",1500
CLARO_USSD_1052,"44",2000
CLARO_USSD_1052,"44",3000
CLARO_USSD_1052,"44",3500
CLARO_USSD_1052,"44",4000
CLARO_USSD_1052,"44",5000
CLARO_USSD_1052,"44",10000
CLARO_USSD_1052,"45",1300
CLARO_USSD_1052,"45",1500
CLARO_USSD_1052,"45",2000
CLARO_USSD_1052,"45",3000
CLARO_USSD_1052,"45",3500
CLARO_USSD_1052,"45",4000
CLARO_USSD_1052,"45",5000
CLARO_USSD_1052,"45",10000
CLARO_USSD_1052,"46",1300
CLARO_USSD_1052,"46",1500
CLARO_USSD_1052,"46",2000
CLARO_USSD_1052,"46",3000
CLARO_USSD_1052,"46",3500
CLARO_USSD_1052,"46",4000
CLARO_USSD_1052,"46",5000
CLARO_USSD_1052,"46",10000
CLARO_USSD_1052,"47",1300
CLARO_USSD_1052,"47",1500
CLARO_USSD_1052,"47",2000
CLARO_USSD_1052,"47",3000
CLARO_USSD_1052,"47",3500
CLARO_USSD_1052,"47",4000
CLARO_USSD_1052,"47",5000
CLARO_USSD_1052,"47",10000
CLARO_USSD_1052,"48",1300
CLARO_USSD_1052,"48",1500
CLARO_USSD_1052,"48",2000
CLARO_USSD_1052,"48",3000
CLARO_USSD_1052,"48",3500
CLARO_USSD_1052,"48",4000
CLARO_USSD_1052,"48",5000
CLARO_USSD_1052,"48",10000
CLARO_USSD_1052,"49",1300
CLARO_USSD_1052,"49",1500
CLARO_USSD_1052,"49",2000
CLARO_USSD_1052,"49",3000
CLARO_USSD_1052,"49",3500
CLARO_USSD_1052,"49",4000
CLARO_USSD_1052,"49",5000
CLARO_USSD_1052,"49",10000
CLARO_USSD_1052,"51",1300
CLARO_USSD_1052,"51",1500
CLARO_USSD_1052,"51",2000
CLARO_USSD_1052,"51",3000
CLARO_USSD_1052,"51",3500
CLARO_USSD_1052,"51",4000
CLARO_USSD_1052,"51",5000
CLARO_USSD_1052,"51",10000
CLARO_USSD_1052,"53",1300
CLARO_USSD_1052,"53",1500
CLARO_USSD_1052,"53",2000
CLARO_USSD_1052,"53",3000
CLARO_USSD_1052,"53",3500
CLARO_USSD_1052,"53",4000
CLARO_USSD_1052,"53",5000
CLARO_USSD_1052,"53",10000
CLARO_USSD_1052,"54",1300
CLARO_USSD_1052,"54",1500
CLARO_USSD_1052,"54",2000
CLARO_USSD_1052,"54",3000
CLARO_USSD_1052,"54",3500
CLARO_USSD_1052,"54",4000
CLARO_USSD_1052,"54",5000
CLARO_USSD_1052,"54",10000
CLARO_USSD_1052,"55",1300
CLARO_USSD_1052,"55",1500
CLARO_USSD_1052,"55",2000
CLARO_USSD_1052,"55",3000
CLARO_USSD_1052,"55",3500
CLARO_USSD_1052,"55",4000
CLARO_USSD_1052,"55",5000
CLARO_USSD_1052,"55",10000
CLARO_USSD_1052,"61",1300
CLARO_USSD_1052,"61",1500
CLARO_USSD_1052,"61",2000
CLARO_USSD_1052,"61",3000
CLARO_USSD_1052,"61",3500
CLARO_USSD_1052,"61",4000
CLARO_USSD_1052,"61",5000
CLARO_USSD_1052,"61",10000
CLARO_USSD_1052,"62",1300
CLARO_USSD_1052,"62",1500
CLARO_USSD_1052,"62",2000
CLARO_USSD_1052,"62",3000
CLARO_USSD_1052,"62",3500
CLARO_USSD_1052,"62",4000
CLARO_USSD_1052,"62",5000
CLARO_USSD_1052,"62",10000
CLARO_USSD_1052,"63",1000
CLARO_USSD_1052,"63",1300
CLARO_USSD_1052,"63",1500
CLARO_USSD_1052,"63",2000
CLARO_USSD_1052,"63",3000
CLARO_USSD_1052,"63",3500
CLARO_USSD_1052,"63",4000
CLARO_USSD_1052,"63",5000
CLARO_USSD_1052,"63",10000
CLARO_USSD_1052,"64",1300
CLARO_USSD_1052,"64",1500
CLARO_USSD_1052,"64",2000
CLARO_USSD_1052,"64",3000
CLARO_USSD_1052,"64",3500
CLARO_USSD_1052,"64",4000
CLARO_USSD_1052,"64",5000
CLARO_USSD_1052,"64",10000
CLARO_USSD_1052,"65",1300
CLARO_USSD_1052,"65",1500
CLARO_USSD_1052,"65",2000
CLARO_USSD_1052,"65",3000
CLARO_USSD_1052,"65",3500
CLARO_USSD_1052,"65",4000
CLARO_USSD_1052,"65",5000
CLARO_USSD_1052,"65",10000
CLARO_USSD_1052,"66",1300
CLARO_USSD_1052,"66",1500
CLARO_USSD_1052,"66",2000
CLARO_USSD_1052,"66",3000
CLARO_USSD_1052,"66",3500
CLARO_USSD_1052,"66",4000
CLARO_USSD_1052,"66",5000
CLARO_USSD_1052,"66",10000
CLARO_USSD_1052,"67",1300
CLARO_USSD_1052,"67",1500
CLARO_USSD_1052,"67",2000
CLARO_USSD_1052,"67",3000
CLARO_USSD_1052,"67",3500
CLARO_USSD_1052,"67",4000
CLARO_USSD_1052,"67",5000
CLARO_USSD_1052,"67",10000
CLARO_USSD_1052,"68",1000
CLARO_USSD_1052,"68",1300
CLARO_USSD_1052,"68",1500
CLARO_USSD_1052,"68",2000
CLARO_USSD_1052,"68",3000
CLARO_USSD_1052,"68",3500
CLARO_USSD_1052,"68",4000
CLARO_USSD_1052,"68",5000
CLARO_USSD_1052,"68",10000
CLARO_USSD_1052,"69",1000
CLARO_USSD_1052,"69",1300
CLARO_USSD_1052,"69",1500
CLARO_USSD_1052,"69",2000
CLARO_USSD_1052,"69",3000
CLARO_USSD_1052,"69",3500
CLARO_USSD_1052,"69",4000
CLARO_USSD_1052,"69",5000
CLARO_USSD_1052,"69",10000
CLARO_USSD_1052,"71",1000
CLARO_USSD_1052,"71",1300
CLARO_USSD_1052,"71",1500
CLARO_USSD_1052,"71",2000
CLARO_USSD_1052,"71",3000
CLARO_USSD_1052,"71",3500
CLARO_USSD_1052,"71",4000
CLARO_USSD_1052,"71",5000
CLARO_USSD_1052,"71",10000
CLARO_USSD_1052,"73",1000
CLARO_USSD_1052,"73",1300
CLARO_USSD_1052,"73",1500
CLARO_USSD_1052,"73",2000
CLARO_USSD_1052,"73",3000
CLARO_USSD_1052,"73",3500
CLARO_USSD_1052,"73",4000
CLARO_USSD_1052,"73",5000
CLARO_USSD_1052,"73",10000
CLARO_USSD_1052,"74",1000
CLARO_USSD_1052,"74",1300
CLARO_USSD_1052,"74",1500
CLARO_USSD_1052,"74",2000
CLARO_USSD_1052,"74",3000
CLARO_USSD_1052,"74",3500
CLARO_USSD_1052,"74",4000
CLARO_USSD_1052,"74",5000
CLARO_USSD_1052,"74",10000
CLARO_USSD_1052,"75",1000
CLARO_USSD_1052,"75",1300
CLARO_USSD_1052,"75",1500
CLARO_USSD_1052,"75",2000
CLARO_USSD_1052,"75",3000
CLARO_USSD_1052,"75",3500
CLARO_USSD_1052,"75",4000
CLARO_USSD_1052,"75",5000
CLARO_USSD_1052,"75",10000
CLARO_USSD_1052,"77",1000
CLARO_USSD_1052,"77",1300
CLARO_USSD_1052,"77",1500
CLARO_USSD_1052,"77",2000
CLARO_USSD_1052,"77",3000
CLARO_USSD_1052,"77",3500
CLARO_USSD_1052,"77",4000
CLARO_USSD_1052,"77",5000
CLARO_USSD_1052,"77",10000
CLARO_USSD_1052,"79",1000
CLARO_USSD_1052,"79",1300
CLARO_USSD_1052,"79",1500
CLARO_USSD_1052,"79",2000
CLARO_USSD_1052,"79",3000
CLARO_USSD_1052,"79",3500
CLARO_USSD_1052,"79",4000
CLARO_USSD_1052,"79",5000
CLARO_USSD_1052,"79",10000
CLARO_USSD_1052,"81",1000
CLARO_USSD_1052,"81",1300
CLARO_USSD_1052,"81",1500
CLARO_USSD_1052,"81",2000
CLARO_USSD_1052,"81",3000
CLARO_USSD_1052,"81",3500
CLARO_USSD_1052,"81",4000
CLARO_USSD_1052,"81",5000
CLARO_USSD_1052,"81",10000
CLARO_USSD_1052,"82",1000
CLARO_USSD_1052,"82",1300
CLARO_USSD_1052,"82",1500
CLARO_USSD_1052,"82",2000
CLARO_USSD_1052,"82",3000
CLARO_USSD_1052,"82",3500
CLARO_USSD_1052,"82",4000
CLARO_USSD_1052,"82",5000
CLARO_USSD_1052,"82",10000
CLARO_USSD_1052,"83",1000
CLARO_USSD_1052,"83",1300
CLARO_USSD_1052,"83",1500
CLARO_USSD_1052,"83",2000
CLARO_USSD_1052,"83",3000
CLARO_USSD_1052,"83",3500
CLARO_USSD_1052,"83",4000
CLARO_USSD_1052,"83",5000
CLARO_USSD_1052,"83",10000
CLARO_USSD_1052,"84",1000
CLARO_USSD_1052,"84",1300
CLARO_USSD_1052,"84",1500
CLARO_USSD_1052,"84",2000
CLARO_USSD_1052,"84",3000
CLARO_USSD_1052,"84",3500
CLARO_USSD_1052,"84",4000
CLARO_USSD_1052,"84",5000
CLARO_USSD_1052,"84",10000
CLARO_USSD_1052,"85",1000
CLARO_USSD_1052,"85",1300
CLARO_USSD_1052,"85",1500
CLARO_USSD_1052,"85",2000
CLARO_USSD_1052,"85",3000
CLARO_USSD_1052,"85",3500
CLARO_USSD_1052,"85",4000
CLARO_USSD_1052,"85",5000
CLARO_USSD_1052,"85",10000
CLARO_USSD_1052,"86",1000
CLARO_USSD_1052,"86",1300
CLARO_USSD_1052,"86",1500
CLARO_USSD_1052,"86",2000
CLARO_USSD_1052,"86",3000
CLARO_USSD_1052,"86",3500
CLARO_USSD_1052,"86",4000
CLARO_USSD_1052,"86",5000
CLARO_USSD_1052,"86",10000
CLARO_USSD_1052,"87",1000
CLARO_USSD_1052,"87",1300
CLARO_USSD_1052,"87",1500
CLARO_USSD_1052,"87",2000
CLARO_USSD_1052,"87",3000
CLARO_USSD_1052,"87",3500
CLARO_USSD_1052,"87",4000
CLARO_USSD_1052,"87",5000
CLARO_USSD_1052,"87",10000
CLARO_USSD_1052,"88",1000
CLARO_USSD_1052,"88",1300
CLARO_USSD_1052,"88",1500
CLARO_USSD_1052,"88",2000
CLARO_USSD_1052,"88",3000
CLARO_USSD_1052,"88",3500
CLARO_USSD_1052,"88",4000
CLARO_USSD_1052,"88",5000
CLARO_USSD_1052,"88",10000
CLARO_USSD_1052,"89",1000
CLARO_USSD_1052,"89",1300
CLARO_USSD_1052,"89",1500
CLARO_USSD_1052,"89",2000
CLARO_USSD_1052,"89",3000
CLARO_USSD_1052,"89",3500
CLARO_USSD_1052,"89",4000
CLARO_USSD_1052,"89",5000
CLARO_USSD_1052,"89",10000
CLARO_USSD_1052,"91",1000
CLARO_USSD_1052,"91",1300
CLARO_USSD_1052,"91",1500
CLARO_USSD_1052,"91",2000
CLARO_USSD_1052,"91",3000
CLARO_USSD_1052,"91",3500
CLARO_USSD_1052,"91",4000
CLARO_USSD_1052,"91",5000
CLARO_USSD_1052,"91",10000
CLARO_USSD_1052,"92",1000
CLARO_USSD_1052,"92",1300
CLARO_USSD_1052,"92",1500
CLARO_USSD_1052,"92",2000
CLARO_USSD_1052,"92",3000
CLARO_USSD_1052,"92",3500
CLARO_USSD_1052,"92",4000
CLARO_USSD_1052,"92",5000
CLARO_USSD_1052,"92",10000
CLARO_USSD_1052,"93",1000
CLARO_USSD_1052,"93",1300
CLARO_USSD_1052,"93",1500
CLARO_USSD_1052,"93",2000
CLARO_USSD_1052,"93",3000
CLARO_USSD_1052,"93",3500
CLARO_USSD_1052,"93",4000
CLARO_USSD_1052,"93",5000
CLARO_USSD_1052,"93",10000
CLARO_USSD_1052,"94",1000
CLARO_USSD_1052,"94",1300
CLARO_USSD_1052,"94",1500
CLARO_USSD_1052,"94",2000
CLARO_USSD_1052,"94",3000
CLARO_USSD_1052,"94",3500
CLARO_USSD_1052,"94",4000
CLARO_USSD_1052,"94",5000
CLARO_USSD_1052,"94",10000
CLARO_USSD_1052,"95",1000
CLARO_USSD_1052,"95",1300
CLARO_USSD_1052,"95",1500
CLARO_USSD_1052,"95",2000
CLARO_USSD_1052,"95",3000
CLARO_USSD_1052,"95",3500
CLARO_USSD_1052,"95",4000
CLARO_USSD_1052,"95",5000
CLARO_USSD_1052,"95",10000
CLARO_USSD_1052,"96",1000
CLARO_USSD_1052,"96",1300
CLARO_USSD_1052,"96",1500
CLARO_USSD_1052,"96",2000
CLARO_USSD_1052,"96",3000
CLARO_USSD_1052,"96",3500
CLARO_USSD_1052,"96",4000
CLARO_USSD_1052,"96",5000
CLARO_USSD_1052,"96",10000
CLARO_USSD_1052,"97",1000
CLARO_USSD_1052,"97",1300
CLARO_USSD_1052,"97",1500
CLARO_USSD_1052,"97",2000
CLARO_USSD_1052,"97",3000
CLARO_USSD_1052,"97",3500
CLARO_USSD_1052,"97",4000
CLARO_USSD_1052,"97",5000
CLARO_USSD_1052,"97",10000
CLARO_USSD_1052,"98",1000
CLARO_USSD_1052,"98",1300
CLARO_USSD_1052,"98",1500
CLARO_USSD_1052,"98",2000
CLARO_USSD_1052,"98",3000
CLARO_USSD_1052,"98",3500
CLARO_USSD_1052,"98",4000
CLARO_USSD_1052,"98",5000
CLARO_USSD_1052,"98",10000
CLARO_USSD_1052,"99",1000
CLARO_USSD_1052,"99",1300
CLARO_USSD_1052,"99",1500
CLARO_USSD_1052,"99",2000
CLARO_USSD_1052,"99",3000
CLARO_USSD_1052,"99",3500
CLARO_USSD_1052,"99",4000
CLARO_USSD_1052,"99",5000
CLARO_USSD_1052,"99",10000
CLARO_USSD_544,"11",1300
CLARO_USSD_544,"11",1500
CLARO_USSD_544,"11",2000
CLARO_USSD_544,"11",3000
CLARO_USSD_544,"11",3500
CLARO_USSD_544,"11",4000
CLARO_USSD_544,"11",5000
CLARO_USSD_544,"11",10000
CLARO_USSD_544,"12",1300
CLARO_USSD_544,"12",1500
CLARO_USSD_544,"12",2000
CLARO_USSD_544,"12",3000
CLARO_USSD_544,"12",3500
CLARO_USSD_544,"12",4000
CLARO_USSD_544,"12",5000
CLARO_USSD_544,"12",10000
CLARO_USSD_544,"13",1300
CLARO_USSD_544,"13",1500
CLARO_USSD_544,"13",2000
CLARO_USSD_544,"13",3000
CLARO_USSD_544,"13",3500
CLARO_USSD_544,"13",4000
CLARO_USSD_544,"13",5000
CLARO_USSD_544,"13",10000
CLARO_USSD_544,"14",1300
CLARO_USSD_544,"14",1500
CLARO_USSD_544,"14",2000
CLARO_USSD_544,"14",3000
CLARO_USSD_544,"14",3500
CLARO_USSD_544,"14",4000
CLARO_USSD_544,"14",5000
CLARO_USSD_544,"14",10000
CLARO_USSD_544,"15",1300
CLARO_USSD_544,"15",1500
CLARO_USSD_544,"15",2000
CLARO_USSD_544,"15",3000
CLARO_USSD_544,"15",3500
CLARO_USSD_544,"15",4000
CLARO_USSD_544,"15",5000
CLARO_USSD_544,"15",10000
CLARO_USSD_544,"16",1300
CLARO_USSD_544,"16",1500
CLARO_USSD_544,"16",2000
CLARO_USSD_544,"16",3000
CLARO_USSD_544,"16",3500
CLARO_USSD_544,"16",4000
CLARO_USSD_544,"16",5000
CLARO_USSD_544,"16",10000
CLARO_USSD_544,"17",1300
CLARO_USSD_544,"17",1500
CLARO_USSD_544,"17",2000
CLARO_USSD_544,"17",3000
CLARO_USSD_544,"17",3500
CLARO_USSD_544,"17",4000
CLARO_USSD_544,"17",5000
CLARO_USSD_544,"17",10000
CLARO_USSD_544,"18",1300
CLARO_USSD_544,"18",1500
CLARO_USSD_544,"18",2000
CLARO_USSD_544,"18",3000
CLARO_USSD_544,"18",3500
CLARO_USSD_544,"18",4000
CLARO_USSD_544,"18",5000
CLARO_USSD_544,"18",10000
CLARO_USSD_544,"19",1300
CLARO_USSD_544,"19",1500
CLARO_USSD_544,"19",2000
CLARO_USSD_544,"19",3000
CLARO_USSD_544,"19",3500
CLARO_USSD_544,"19",4000
CLARO_USSD_544,"19",5000
CLARO_USSD_544,"19",10000
CLARO_USSD_544,"21",1300
CLARO_USSD_544,"21",1500
CLARO_USSD_544,"21",2000
CLARO_USSD_544,"21",3000
CLARO_USSD_544,"21",3500
CLARO_USSD_544,"21",4000
CLARO_USSD_544,"21",5000
CLARO_USSD_544,"21",10000
CLARO_USSD_544,"22",1300
CLARO_USSD_544,"22",1500
CLARO_USSD_544,"22",2000
CLARO_USSD_544,"22",3000
CLARO_USSD_544,"22",3500
CLARO_USSD_544,"22",4000
CLARO_USSD_544,"22",5000
CLARO_USSD_544,"22",10000
CLARO_USSD_544,"24",1300
CLARO_USSD_544,"24",1500
CLARO_USSD_544,"24",2000
CLARO_USSD_544,"24",3000
CLARO_USSD_544,"24",3500
CLARO_USSD_544,"24",4000
CLARO_USSD_544,"24",5000
CLARO_USSD_544,"24",10000
CLARO_USSD_544,"27",1300
CLARO_USSD_544,"27",1500
CLARO_USSD_544,"27",2000
CLARO_USSD_544,"27",3000
CLARO_USSD_544,"27",3500
CLARO_USSD_544,"27",4000
CLARO_USSD_544,"27",5000
CLARO_USSD_544,"27",10000
CLARO_USSD_544,"28",1300
CLARO_USSD_544,"28",1500
CLARO_USSD_544,"28",2000
CLARO_USSD_544,"28",3000
CLARO_USSD_544,"28",3500
CLARO_USSD_544,"28",4000
CLARO_USSD_544,"28",5000
CLARO_USSD_544,"28",10000
CLARO_USSD_544,"31",1300
CLARO_USSD_544,"31",1500
CLARO_USSD_544,"31",2000
CLARO_USSD_544,"31",3000
CLARO_USSD_544,"31",3500
CLARO_USSD_544,"31",4000
CLARO_USSD_544,"31",5000
CLARO_USSD_544,"31",10000
CLARO_USSD_544,"32",1300
CLARO_USSD_544,"32",1500
CLARO_USSD_544,"32",2000
CLARO_USSD_544,"32",3000
CLARO_USSD_544,"32",3500
CLARO_USSD_544,"32",4000
CLARO_USSD_544,"32",5000
CLARO_USSD_544,"32",10000
CLARO_USSD_544,"33",1300
CLARO_USSD_544,"33",1500
CLARO_USSD_544,"33",2000
CLARO_USSD_544,"33",3000
CLARO_USSD_544,"33",3500
CLARO_USSD_544,"33",4000
CLARO_USSD_544,"33",5000
CLARO_USSD_544,"33",10000
CLARO_USSD_544,"34",1300
CLARO_USSD_544,"34",1500
CLARO_USSD_544,"34",2000
CLARO_USSD_544,"34",3000
CLARO_USSD_544,"34",3500
CLARO_USSD_544,"34",4000
CLARO_USSD_544,"34",5000
CLARO_USSD_544,"34",10000
CLARO_USSD_544,"35",1300
CLARO_USSD_544,"35",1500
CLARO_USSD_544,"35",2000
CLARO_USSD_544,"35",3000
CLARO_USSD_544,"35",3500
CLARO_USSD_544,"35",4000
CLARO_USSD_544,"35",5000
CLARO_USSD_544,"35",10000
CLARO_USSD_544,"37",1300
CLARO_USSD_544,"37",1500
CLARO_USSD_544,"37",2000
CLARO_USSD_544,"37",3000
CLARO_USSD_544,"37",3500
CLARO_USSD_544,"37",4000
CLARO_USSD_544,"37",5000
CLARO_USSD_544,"37",10000
CLARO_USSD_544,"38",1300
CLARO_USSD_544,"38",1500
CLARO_USSD_544,"38",2000
CLARO_USSD_544,"38",3000
CLARO_USSD_544,"38",3500
CLARO_USSD_544,"38",4000
CLARO_USSD_544,"38",5000
CLARO_USSD_544,"38",10000
CLARO_USSD_544,"41",1300
CLARO_USSD_544,"41",1500
CLARO_USSD_544,"41",2000
CLARO_USSD_544,"41",3000
CLARO_USSD_544,"41",3500
CLARO_USSD_544,"41",4000
CLARO_USSD_544,"41",5000
CLARO_USSD_544,"41",10000
CLARO_USSD_544,"42",1300
CLARO_USSD_544,"42",1500
CLARO_USSD_544,"42",2000
CLARO_USSD_544,"42",3000
CLARO_USSD_544,"42",3500
CLARO_USSD_544,"42",4000
CLARO_USSD_544,"42",5000
CLARO_USSD_544,"42",10000
CLARO_USSD_544,"43",1300
CLARO_USSD_544,"43",1500
CLARO_USSD_544,"43",2000
CLARO_USSD_544,"43",3000
CLARO_USSD_544,"43",3500
CLARO_USSD_544,"43",4000
CLARO_USSD_544,"43",5000
CLARO_USSD_544,"43",10000
CLARO_USSD_544,"44",1300
CLARO_USSD_544,"44",1500
CLARO_USSD_544,"44",2000
CLARO_USSD_544,"44",3000
CLARO_USSD_544,"44",3500
CLARO_USSD_544,"44",4000
CLARO_USSD_544,"44",5000
CLARO_USSD_544,"44",10000
CLARO_USSD_544,"45",1300
CLARO_USSD_544,"45",1500
CLARO_USSD_544,"45",2000
CLARO_USSD_544,"45",3000
CLARO_USSD_544,"45",3500
CLARO_USSD_544,"45",4000
CLARO_USSD_544,"45",5000
CLARO_USSD_544,"45",10000
CLARO_USSD_544,"46",1300
CLARO_USSD_544,"46",1500
CLARO_USSD_544,"46",2000
CLARO_USSD_544,"46",3000
CLARO_USSD_544,"46",3500
CLARO_USSD_544,"46",4000
CLARO_USSD_544,"46",5000
CLARO_USSD_544,"46",10000
CLARO_USSD_544,"47",1300
CLARO_USSD_544,"47",1500
CLARO_USSD_544,"47",2000
CLARO_USSD_544,"47",3000
CLARO_USSD_544,"47",3500
CLARO_USSD_544,"47",4000
CLARO_USSD_544,"47",5000
CLARO_USSD_544,"47",10000
CLARO_USSD_544,"48",1300
CLARO_USSD_544,"48",1500
CLARO_USSD_544,"48",2000
CLARO_USSD_544,"48",3000
CLARO_USSD_544,"48",3500
CLARO_USSD_544,"48",4000
CLARO_USSD_544,"48",5000
CLARO_USSD_544,"48",10000
CLARO_USSD_544,"49",1300
CLARO_USSD_544,"49",1500
CLARO_USSD_544,"49",2000
CLARO_USSD_544,"49",3000
CLARO_USSD_544,"49",3500
CLARO_USSD_544,"49",4000
CLARO_USSD_544,"49",5000
CLARO_USSD_544,"49",10000
CLARO_USSD_544,"51",1300
CLARO_USSD_544,"51",1500
CLARO_USSD_544,"51",2000
CLARO_USSD_544,"51",3000
CLARO_USSD_544,"51",3500
CLARO_USSD_544,"51",4000
CLARO_USSD_544,"51",5000
CLARO_USSD_544,"51",10000
CLARO_USSD_544,"53",1300
CLARO_USSD_544,"53",1500
CLARO_USSD_544,"53",2000
CLARO_USSD_544,"53",3000
CLARO_USSD_544,"53",3500
CLARO_USSD_544,"53",4000
CLARO_USSD_544,"53",5000
CLARO_USSD_544,"53",10000
CLARO_USSD_544,"54",1300
CLARO_USSD_544,"54",1500
CLARO_USSD_544,"54",2000
CLARO_USSD_544,"54",3000
CLARO_USSD_544,"54",3500
CLARO_USSD_544,"54",4000
CLARO_USSD_544,"54",5000
CLARO_USSD_544,"54",10000
CLARO_USSD_544,"55",1300
CLARO_USSD_544,"55",1500
CLARO_USSD_544,"55",2000
CLARO_USSD_544,"55",3000
CLARO_USSD_544,"55",3500
CLARO_USSD_544,"55",4000
CLARO_USSD_544,"55",5000
CLARO_USSD_544,"55",10000
CLARO_USSD_544,"61",1300
CLARO_USSD_544,"61",1500
CLARO_USSD_544,"61",2000
CLARO_USSD_544,"61",3000
CLARO_USSD_544,"61",3500
CLARO_USSD_544,"61",4000
CLARO_USSD_544,"61",5000
CLARO_USSD_544,"61",10000
CLARO_USSD_544,"62",1300
CLARO_USSD_544,"62",1500
CLARO_USSD_544,"62",2000
CLARO_USSD_544,"62",3000
CLARO_USSD_544,"62",3500
CLARO_USSD_544,"62",4000
CLARO_USSD_544,"62",5000
CLARO_USSD_544,"62",10000
CLARO_USSD_544,"63",1000
CLARO_USSD_544,"63",1300
CLARO_USSD_544,"63",1500
CLARO_USSD_544,"63",2000
CLARO_USSD_544,"63",3000
CLARO_USSD_544,"63",3500
CLARO_USSD_544,"63",4000
CLARO_USSD_544,"63",5000
CLARO_USSD_544,"63",10000
CLARO_USSD_544,"64",1300
CLARO_USSD_544,"64",1500
CLARO_USSD_544,"64",2000
CLARO_USSD_544,"64",3000
CLARO_USSD_544,"64",3500
CLARO_USSD_544,"64",4000
CLARO_USSD_544,"64",5000
CLARO_USSD_544,"64",10000
CLARO_USSD_544,"65",1300
CLARO_USSD_544,"65",1500
CLARO_USSD_544,"65",2000
CLARO_USSD_544,"65",3000
CLARO_USSD_544,"65",3500
CLARO_USSD_544,"65",4000
CLARO_USSD_544,"65",5000
CLARO_USSD_544,"65",10000
CLARO_USSD_544,"66",1300
CLARO_USSD_544,"66",1500
CLARO_USSD_544,"66",2000
CLARO_USSD_544,"66",3000
CLARO_USSD_544,"66",3500
CLARO_USSD_544,"66",4000
CLARO_USSD_544,"66",5000
CLARO_USSD_544,"66",10000
CLARO_USSD_544,"67",1300
CLARO_USSD_544,"67",1500
CLARO_USSD_544,"67",2000
CLARO_USSD_544,"67",3000
CLARO_USSD_544,"67",3500
CLARO_USSD_544,"67",4000
CLARO_USSD_544,"67",5000
CLARO_USSD_544,"67",10000
CLARO_USSD_544,"68",1000
CLARO_USSD_544,"68",1300
CLARO_USSD_544,"68",1500
CLARO_USSD_544,"68",2000
CLARO_USSD_544,"68",3000
CLARO_USSD_544,"68",3500
CLARO_USSD_544,"68",4000
CLARO_USSD_544,"68",5000
CLARO_USSD_544,"68",10000
CLARO_USSD_544,"69",1000
CLARO_USSD_544,"69",1300
CLARO_USSD_544,"69",1500
CLARO_USSD_544,"69",2000
CLARO_USSD_544,"69",3000
CLARO_USSD_544,"69",3500
CLARO_USSD_544,"69",4000
CLARO_USSD_544,"69",5000
CLARO_USSD_544,"69",10000
CLARO_USSD_544,"71",1000
CLARO_USSD_544,"71",1300
CLARO_USSD_544,"71",1500
CLARO_USSD_544,"71",2000
CLARO_USSD_544,"71",3000
CLARO_USSD_544,"71",3500
CLARO_USSD_544,"71",4000
CLARO_USSD_544,"71",5000
CLARO_USSD_544,"71",10000
CLARO_USSD_544,"73",1000
CLARO_USSD_544,"73",1300
CLARO_USSD_544,"73",1500
CLARO_USSD_544,"73",2000
CLARO_USSD_544,"73",3000
CLARO_USSD_544,"73",3500
CLARO_USSD_544,"73",4000
CLARO_USSD_544,"73",5000
CLARO_USSD_544,"73",10000
CLARO_USSD_544,"74",1000
CLARO_USSD_544,"74",1300
CLARO_USSD_544,"74",1500
CLARO_USSD_544,"74",2000
CLARO_USSD_544,"74",3000
CLARO_USSD_544,"74",3500
CLARO_USSD_544,"74",4000
CLARO_USSD_544,"74",5000
CLARO_USSD_544,"74",10000
CLARO_USSD_544,"75",1000
CLARO_USSD_544,"75",1300
CLARO_USSD_544,"75",1500
CLARO_USSD_544,"75",2000
CLARO_USSD_544,"75",3000
CLARO_USSD_544,"75",3500
CLARO_USSD_544,"75",4000
CLARO_USSD_544,"75",5000
CLARO_USSD_544,"75",10000
CLARO_USSD_544,"77",1000
CLARO_USSD_544,"77",1300
CLARO_USSD_544,"77",1500
CLARO_USSD_544,"77",2000
CLARO_USSD_544,"77",3000
CLARO_USSD_544,"77",3500
CLARO_USSD_544,"77",4000
CLARO_USSD_544,"77",5000
CLARO_USSD_544,"77",10000
CLARO_USSD_544,"79",1000
CLARO_USSD_544,"79",1300
CLARO_USSD_544,"79",1500
CLARO_USSD_544,"79",2000
CLARO_USSD_544,"79",3000
CLARO_USSD_544,"79",3500
CLARO_USSD_544,"79",4000
CLARO_USSD_544,"79",5000
CLARO_USSD_544,"79",10000
CLARO_USSD_544,"81",1000
CLARO_USSD_544,"81",1300
CLARO_USSD_544,"81",1500
CLARO_USSD_544,"81",2000
CLARO_USSD_544,"81",3000
CLARO_USSD_544,"81",3500
CLARO_USSD_544,"81",4000
CLARO_USSD_544,"81",5000
CLARO_USSD_544,"81",10000
CLARO_USSD_544,"82",1000
CLARO_USSD_544,"82",1300
CLARO_USSD_544,"82",1500
CLARO_USSD_544,"82",2000
CLARO_USSD_544,"82",3000
CLARO_USSD_544,"82",3500
CLARO_USSD_544,"82",4000
CLARO_USSD_544,"82",5000
CLARO_USSD_544,"82",10000
CLARO_USSD_544,"83",1000
CLARO_USSD_544,"83",1300
CLARO_USSD_544,"83",1500
CLARO_USSD_544,"83",2000
CLARO_USSD_544,"83",3000
CLARO_USSD_544,"83",3500
